350
33 188
18 10 309734
33 25 323545
32 20 148015
4 7 160971
9 28 209682
17 3 42963
27 23 233730
26 30 231439
13 26 361084
30 2 73556
15 31 415356
12 25 271388
4 28 111662
25 10 227228
18 2 222196
34 29 301385
22 28 105425
29 22 307527
2 34 184948
26 10 256899
23 26 198994
31 7 88296
6 17 86063
29 9 70393
9 20 209136
1 34 251665
7 16 270612
23 1 220859
10 1 103070
6 8 122920
5 3 137405
13 22 395966
17 9 183842
18 6 340684
1 20 264016
27 10 118848
23 30 114667
26 1 337631
8 19 25880
25 17 169501
2 6 118488
27 34 209926
34 25 314581
10 29 122794
23 2 41111
29 28 280075
6 34 98677
27 13 293154
27 16 347744
2 33 198774
17 20 86123
3 26 168421
28 23 206170
17 12 141547
32 9 225015
1 30 106192
16 11 359908
18 20 340744
15 8 278692
26 24 113053
1 33 284381
30 8 69124
2 4 53397
13 1 316336
9 22 237134
16 26 359149
2 25 137076
34 24 194047
18 7 356392
16 34 316249
14 8 302756
16 28 294939
1 2 179748
15 22 420806
31 6 72588
10 13 252537
1 29 225864
24 1 224578
1 12 208472
27 24 262694
30 24 118386
33 9 128910
31 33 152754
31 27 294805
29 7 291191
11 17 213088
6 3 129026
27 32 291462
17 5 94442
31 5 253093
13 31 438935
25 23 178187
2 20 118548
34 19 207817
8 22 150978
21 20 285742
26 28 190672
23 20 159659
34 28 21310
3 12 144850
1 16 309628
34 17 152523
30 31 228791
2 32 73598
18 8 226628
34 5 246965
19 10 120464
15 6 392748
33 13 433848
26 27 335522
12 15 417436
5 14 351695
17 21 233899
9 6 209196
6 5 180505
14 30 337600
16 32 274864
17 15 306685
1 22 292014
27 30 184626
10 20 190942
21 15 475734
12 14 235320
32 28 225322
22 25 283622
12 31 128072
22 31 100526
3 14 308862
26 6 113305
12 22 83542
11 31 199493
28 25 293271
33 28 157653
27 8 213432
17 28 163430
25 31 292311
22 26 141243
13 24 248031
2 24 44830
14 16 277296
19 9 172865
6 33 80286
21 19 222922
12 18 310447
29 6 279589
6 13 367908
30 10 65778
5 30 200423
27 20 222277
32 23 114709
7 34 114385
10 34 178591
33 30 238050
5 32 200465
21 16 331354
30 22 185822
9 27 171249
8 28 160627
16 4 183277
19 16 227513
7 11 142733
23 3 51649
12 7 71192
27 11 346898
43 676
40 33 83596
25 28 140999
4 19 33186
11 23 126701
8 5 173901
5 19 50000
3 33 167116
35 2 44255
15 18 77771
23 9 192951
8 19 136662
38 34 66035
43 1 74271
8 40 71947
38 18 77370
3 6 165402
23 2 153665
20 19 77836
18 22 72535
8 13 92197
16 37 106965
10 28 81926
31 11 86002
12 4 73982
7 5 132812
34 22 34653
9 15 50932
18 1 89348
34 25 105381
20 38 85773
7 18 44105
39 17 65053
33 23 147022
12 7 91219
34 7 80217
8 29 126911
7 8 128399
26 37 50312
36 12 84343
5 15 38961
41 25 110655
6 29 94624
38 28 116627
35 21 40432
34 3 109456
27 15 150967
31 19 100152
31 13 60214
15 36 114100
27 40 86443
19 37 57990
41 39 26745
1 2 44138
17 12 81389
10 30 87099
34 43 93153
30 22 34042
5 23 165380
25 14 99161
1 8 174542
37 35 40254
33 36 107578
31 21 91092
39 29 50839
43 22 69750
32 35 87070
38 14 88861
8 9 157483
29 31 45501
39 33 97544
32 22 26502
10 4 90701
34 6 80049
30 18 83647
25 22 85778
20 37 89410
32 24 97917
28 8 175959
33 22 95268
5 40 101954
17 11 15611
42 40 64220
37 30 65580
7 37 111085
35 30 27730
25 15 116781
20 16 18671
38 43 107848
25 11 94353
40 2 91761
29 3 138484
43 28 14529
33 28 107799
42 22 60570
42 27 115776
18 29 66910
6 36 105864
27 3 154096
39 26 73580
35 38 40120
40 23 122021
40 11 66716
6 35 54134
35 27 116978
3 41 96317
24 1 90168
39 19 105490
26 9 95499
36 43 108438
37 13 92561
30 34 53645
19 36 106387
33 21 56298
5 41 89157
41 28 116956
16 34 87458
6 9 64545
9 14 38330
31 10 128755
29 28 49596
14 42 63903
35 16 70231
19 24 39527
4 21 44938
20 9 89079
4 32 81364
10 40 109469
41 16 9818
30 26 37262
7 11 88122
27 25 114307
13 24 65558
28 35 78911
42 29 56145
10 41 96672
13 21 79328
31 28 95097
2 29 84745
8 10 181416
33 41 70799
36 7 6876
4 20 56066
17 31 70391
42 3 120757
11 35 17291
7 33 114454
20 39 35598
27 24 127825
31 40 19286
13 39 65552
16 26 56653
13 20 101150
22 17 72481
26 17 76905
26 13 105883
37 27 154828
21 19 46734
39 21 96430
10 22 105344
18 41 450
32 29 32127
41 38 76920
39 7 70400
8 20 93597
10 1 6874
15 17 51632
18 3 96767
19 18 86239
37 4 44760
36 32 65190
5 42 77478
35 26 64992
19 13 80987
30 38 65446
37 6 53204
12 3 143881
41 43 131485
16 8 94562
13 9 123383
3 35 119555
14 7 58947
7 13 114126
16 25 120473
16 17 73720
40 13 79500
36 35 80111
2 34 70170
3 21 148526
6 8 153829
20 22 64132
16 7 53473
22 11 76659
40 35 63018
15 38 401
26 36 83614
33 38 21004
7 26 90490
29 22 5625
1 17 91234
12 21 64650
23 38 149530
22 38 75478
4 6 58640
14 5 127009
28 7 100785
17 40 51105
15 19 11039
5 35 78680
11 34 43206
21 5 74656
6 30 79460
19 1 50641
32 31 77628
12 27 121210
11 8 113812
29 9 30572
8 41 84744
7 27 43743
32 41 99487
3 10 192989
19 7 99511
20 36 45632
2 25 121317
5 17 90593
24 31 71457
10 25 138835
19 2 15575
30 11 42617
36 23 129316
17 33 72235
17 28 90824
26 4 58082
32 15 89773
17 8 98201
4 24 17757
3 30 147285
35 20 51560
20 7 52508
34 4 32825
8 15 147701
3 24 108708
11 3 125385
14 32 39885
31 4 78382
38 25 117182
41 2 78964
20 15 86174
29 21 74563
27 17 128891
29 40 64787
29 37 95197
15 28 116226
2 21 39429
2 15 4536
5 36 125936
23 16 144636
42 33 59120
35 10 86195
43 17 105353
24 42 12049
42 9 85517
21 14 82321
11 39 80664
8 31 91233
16 13 102115
18 2 79414
32 8 159038
35 12 69476
32 18 99037
9 17 97428
4 36 73201
15 14 89262
8 38 148102
27 22 75555
19 35 28680
18 20 8403
2 11 59142
24 26 75839
10 17 98108
9 18 97482
5 31 121240
33 20 78752
20 25 119508
43 11 108327
17 3 109774
17 23 121323
37 39 117064
28 34 78624
31 34 45557
17 13 66624
4 8 114892
11 10 101082
28 9 80168
22 5 113626
23 24 120257
2 7 115086
10 9 97408
25 9 110725
23 19 138090
20 32 90634
8 2 152237
5 16 98975
42 7 72033
16 2 71237
7 30 79606
12 6 43370
35 8 107982
36 2 115743
10 24 97042
40 22 70412
5 12 68718
18 35 59963
19 3 148235
14 23 172111
17 32 98983
36 34 73341
37 10 52221
4 16 74737
25 12 146538
37 41 97147
38 16 67102
3 7 139972
6 28 130641
29 25 91403
21 22 80188
27 41 73646
21 25 117494
21 32 106690
40 15 90118
7 21 91227
37 5 44706
33 8 155543
15 26 44567
16 24 74786
43 16 141303
16 42 69029
13 14 111819
32 38 89372
33 2 25139
39 12 74309
35 23 109410
30 15 65045
5 2 43497
25 6 131196
28 30 89263
18 34 78090
40 4 69928
21 1 75297
22 36 38688
24 22 71415
28 18 116506
2 10 51012
1 3 186115
32 16 97762
15 24 50566
6 20 77938
3 38 159675
40 16 22615
39 18 27195
24 43 104287
31 38 109003
33 35 60322
29 23 164353
28 3 164386
19 25 105742
39 36 63524
35 1 79321
15 42 38517
31 2 106773
39 22 56464
36 42 78909
20 5 97110
16 28 126774
15 22 75879
39 27 100391
12 33 50360
31 43 109626
10 19 57515
25 36 77440
15 13 83114
30 36 72730
18 11 63244
14 16 84936
40 21 89857
12 29 78816
17 2 56168
6 14 102382
25 3 149894
1 16 99616
16 11 72612
18 26 46385
40 25 97858
4 29 60487
10 43 67397
9 43 72792
19 33 31642
29 26 76929
16 10 106490
40 41 12797
2 32 93507
6 31 96894
15 21 35695
24 40 52171
6 32 103386
33 31 102882
38 10 46877
39 1 116543
39 3 97468
34 26 90907
42 8 109184
37 25 117316
26 2 49103
9 35 85515
27 6 142731
22 8 132536
42 37 39052
42 18 58761
11 15 54606
27 13 157869
12 34 95391
30 39 90506
23 20 143671
33 26 23964
28 2 120762
21 38 35294
42 31 72674
5 38 39362
18 4 64469
12 40 60361
39 32 82966
19 26 55606
34 23 135325
33 5 18358
22 7 45564
37 12 76708
38 9 50531
7 10 140327
31 22 51126
19 16 78542
30 40 90748
17 42 13115
25 31 117144
41 15 77321
9 36 63635
23 25 188876
8 36 121523
18 33 70349
33 13 95555
29 43 64125
36 3 133096
43 39 114964
37 31 111726
37 17 52167
28 14 57354
4 33 64828
17 6 62537
22 2 79613
19 43 119288
38 26 44968
42 30 26528
30 31 85168
12 24 80323
24 14 73548
26 3 143152
3 2 163810
9 22 24947
14 4 68245
42 4 5708
13 22 98436
22 37 99622
9 21 85825
34 10 99231
35 17 11913
39 35 76810
12 42 68274
40 9 95359
23 13 142271
14 17 74614
41 22 72985
14 39 58597
23 7 136192
43 33 93270
10 14 107477
5 10 44231
24 33 71169
2 9 54666
31 20 40936
2 38 4135
7 24 84082
34 20 77475
7 29 51189
14 8 134669
37 36 117961
23 10 172895
28 21 116939
25 43 155528
17 20 63473
25 5 131320
25 42 78264
38 4 44626
32 1 124972
20 29 58507
32 28 81723
36 29 44313
34 29 29028
6 16 78903
32 34 61155
18 37 96697
13 3 103770
42 20 50358
27 16 83464
31 35 71472
29 38 81103
13 10 121428
20 21 89588
38 17 52033
27 4 110068
1 20 97751
10 42 84993
38 24 50967
20 40 21650
24 34 36762
9 12 79887
7 43 115314
18 25 111105
7 40 56452
13 25 120357
42 28 77709
13 4 47801
24 21 39818
21 8 136953
6 1 45855
3 22 144109
6 10 52729
5 34 104595
13 38 82713
21 16 95753
41 35 60413
19 40 91698
30 5 79584
24 30 38577
13 12 112069
42 34 27117
6 41 69085
26 12 74324
9 30 58989
29 16 77178
17 36 92024
13 28 119802
19 12 40796
7 25 84316
11 33 75209
37 33 26348
38 11 55007
42 26 63790
24 18 65418
37 2 51487
13 30 68621
39 34 50895
33 10 25873
33 15 20603
4 17 18823
9 31 76073
2 42 43053
26 10 49837
5 13 113913
27 26 120481
17 24 1066
11 37 55141
16 30 93915
14 33 108651
31 41 32083
32 9 51449
14 34 36786
1 7 133453
41 19 86689
28 40 114383
4 25 72556
42 6 52932
19 34 54595
8 30 135712
30 41 84097
15 12 29757
10 39 123417
23 31 141307
30 43 103792
28 20 108103
12 23 171923
43 6 120126
26 5 42322
43 21 131468
41 26 46835
42 23 110612
3 8 11573
38 40 89717
31 7 75738
5 1 37357
6 23 163544
1 40 102595
14 40 72545
11 14 79992
34 21 45535
10 36 133451
26 22 71304
33 1 18999
26 6 50820
4 30 20820
4 7 66325
15 35 39719
5 3 185474
40 3 83520
5 24 89527
27 19 143254
32 19 100812
9 19 61971
6 15 14415
8 24 97135
14 41 75118
43 23 202850
34 13 80626
19 14 91381
5 28 126157
37 32 126124
32 30 60544
17 25 91379
15 34 65634
6 22 89492
18 10 96222
6 21 49308
21 30 65758
16 31 41901
24 35 10847
23 8 50074
18 43 131035
31 27 105729
23 28 188321
20 12 56417
12 32 60016
23 30 137140
34 9 59600
11 20 66447
1 28 88800
41 20 8853
32 26 97806
40 34 64843
2 24 55102
27 30 109597
5 9 89893
33 30 61226
43 15 108249
41 42 59211
27 8 142523
13 2 78578
39 9 81411
42 21 39230
16 18 10268
6 7 112740
15 10 46476
22 1 98470
39 16 36563
30 1 80225
41 34 77640
29 15 81504
16 3 106135
39 4 83720
43 12 137204
14 37 102955
4 5 83186
36 27 36867
27 38 150566
2 30 69581
23 22 168004
17 21 38752
22 28 55221
35 14 62701
39 23 135969
44 427
16 4 92497
8 42 235846
33 40 66176
31 14 116439
3 7 171219
9 44 252163
36 21 52334
37 32 74412
34 25 96105
19 11 87717
43 23 143904
2 31 181116
40 5 97162
2 23 115128
5 1 149359
34 2 187771
42 22 175266
11 20 179076
33 20 167063
36 30 142846
16 11 80050
44 28 206258
7 33 195493
34 22 94303
44 22 133162
27 37 84902
41 40 180572
33 13 182176
9 12 318138
18 11 96818
18 17 134480
19 10 222214
8 2 262205
21 31 122713
40 38 4072
2 41 203013
22 1 125616
4 7 187205
3 14 179629
25 44 131360
42 12 291380
41 24 237677
14 7 159237
7 31 222301
26 25 58577
39 18 71563
40 27 181719
10 38 201305
14 42 254915
8 34 186459
7 25 185479
3 17 183825
19 18 91275
2 20 123268
42 13 315631
37 12 261830
25 29 27078
4 19 102874
23 24 170624
22 17 83845
33 17 134362
20 12 126259
4 23 68880
20 27 157578
4 26 119009
9 42 319530
39 6 168234
36 33 23343
18 1 172647
6 18 164028
7 2 249022
8 15 232131
30 32 151231
25 36 45377
9 28 45905
41 39 175887
7 44 159652
16 2 138745
27 15 197380
37 35 248824
7 21 192436
19 30 139911
38 21 28490
27 7 21221
34 35 201450
43 26 194033
22 21 5155
29 24 144493
43 40 152917
25 13 142167
19 2 145518
14 5 103819
1 42 243122
1 20 254905
30 5 175238
27 44 180873
7 41 228221
6 44 234659
20 6 131783
32 29 80840
29 42 146386
27 34 173722
20 14 202383
27 5 84557
5 29 52623
39 44 175905
4 21 67389
44 11 179345
15 23 85054
7 10 111240
17 21 78690
23 13 150615
3 23 106626
32 2 131731
5 2 186381
26 31 174333
10 24 223128
36 27 150929
19 22 40640
21 3 105135
43 3 233634
10 34 112730
4 28 39729
37 29 138482
40 24 179637
12 3 270250
28 1 193447
7 22 187281
31 35 257655
43 12 249950
5 19 122143
2 14 173117
25 37 111404
42 33 222179
35 21 230439
30 8 201798
44 38 152893
35 26 202658
35 28 237581
43 9 248067
27 42 283566
21 25 6957
15 39 99912
41 12 225543
17 1 127427
21 12 179029
42 15 250070
19 8 187657
17 35 220300
28 32 63169
12 25 172072
3 30 195647
26 1 182391
4 17 142274
33 35 206140
32 23 62210
11 10 227757
4 5 140133
25 24 162176
9 27 251618
10 1 131811
38 43 156989
5 10 201895
29 41 169182
34 13 223258
14 12 196190
9 19 188508
6 29 142273
44 8 122141
32 26 112339
41 25 163111
26 38 80110
20 28 198498
38 2 128213
18 13 123503
43 8 118045
14 16 113516
4 32 23440
33 38 70248
1 6 239009
27 14 174390
23 11 39537
23 17 94095
15 17 158649
29 22 28880
4 14 141883
39 3 120908
28 38 121694
16 8 136394
21 40 24418
20 10 247597
14 30 178512
15 3 174784
5 25 79701
5 6 194896
26 24 217149
2 43 222048
9 17 227908
20 30 199443
38 8 180662
42 32 227226
21 44 138317
3 16 130243
41 19 205553
1 41 160160
13 31 173725
18 44 180193
6 43 230563
27 11 212243
10 37 217363
24 5 91870
32 39 61846
33 4 38398
28 34 196266
17 5 108015
35 39 236258
37 3 65096
9 37 166716
43 37 213405
21 37 118361
30 37 208873
14 9 227517
30 15 168938
18 2 155513
14 44 87164
23 12 180520
42 3 271642
23 19 48180
28 8 259290
31 34 131093
16 21 39022
30 40 114930
22 24 160374
6 15 178312
10 39 198037
29 23 35526
24 3 260354
27 39 204390
20 17 198187
23 7 193927
28 22 101963
42 35 343616
11 1 125644
34 38 99990
36 31 74858
42 41 283245
16 26 90642
33 18 97548
30 35 228480
16 36 77442
37 13 139254
11 3 146163
16 43 160848
27 25 164258
38 5 101234
6 22 113393
2 10 254900
15 35 212478
43 5 157579
42 24 198504
19 12 214514
42 18 222297
4 24 147076
10 17 131580
11 24 163826
26 39 152936
11 17 115736
21 14 74494
23 26 67025
39 21 101316
25 33 48715
10 16 205164
10 41 116981
30 16 65404
39 19 136801
35 25 223482
1 24 241229
20 25 131091
2 42 280144
13 11 190152
21 29 34035
43 32 138993
35 12 165172
41 23 171559
13 28 180503
19 26 97415
30 42 115136
39 37 119488
4 11 83519
25 23 8448
28 19 142603
10 21 186729
43 18 184289
19 6 154033
32 1 147048
5 26 138278
40 29 44539
4 25 60432
35 22 225284
14 36 126828
14 8 201113
23 39 102807
10 12 294266
44 13 190657
15 28 101235
28 26 158738
14 26 125014
36 42 218841
29 4 87510
1 29 96736
13 10 230877
43 11 183441
27 24 176427
7 38 207012
40 16 49526
11 25 47985
14 33 130166
16 13 174232
41 26 221688
35 23 231930
11 22 49787
41 34 141079
44 42 206484
39 31 21397
20 16 163156
12 18 220905
30 29 124547
17 28 182003
13 29 169245
42 17 259111
32 6 140246
29 16 59143
38 11 34596
28 12 272233
38 14 85336
15 5 156307
26 42 232041
43 36 147378
15 19 115444
21 8 152172
2 24 255367
43 42 210580
25 16 32065
12 40 189533
8 6 270720
37 16 143469
30 10 139760
42 39 186573
37 31 140885
25 39 94359
4 6 116806
39 28 91157
38 35 245015
21 41 170068
10 40 197233
12 38 193605
4 20 158769
40 8 176590
40 32 71223
24 32 123636
12 4 232504
17 27 176262
1 35 220531
17 14 4196
8 22 157327
34 44 72510
18 16 80898
13 1 265981
41 13 237781
5 35 257543
15 31 116567
43 33 170721
25 43 135456
24 12 184241
41 35 60371
28 40 117622
9 16 178131
12 32 225834
5 39 174060
8 12 330020
6 30 212664
8 39 253488
42 5 199009
9 38 167599
17 13 204408
31 42 207970
37 23 119852
1 23 132262
8 17 205309
34 43 68414
6 33 155204
38 30 119002
37 6 151414
22 2 104878
39 17 90846
31 44 154508
13 12 213763
37 2 142899
39 24 185482
22 37 113206
32 41 114041
26 2 48103
40 15 94067
23 22 10250
7 35 288592
17 16 117712
11 41 174120
23 16 40513
4 39 51428
37 42 284868
26 29 85655
31 33 81119
43 44 4096
30 33 146184
15 10 208115
14 28 181612
25 6 115195
20 23 139539
26 34 139668
36 15 46451
10 29 206850
12 1 241730
8 1 205540
7 36 172150
11 6 161440
9 23 154514
20 40 148552
32 253
31 23 115556
3 28 106137
9 6 240676
12 21 130895
5 18 193610
17 1 95341
31 15 145745
17 29 90285
1 19 143351
27 24 128406
6 13 154688
17 31 91599
22 9 161215
31 1 87505
22 14 144447
15 24 113004
30 1 100188
2 27 129971
3 17 162181
15 26 98134
23 17 123392
5 11 189984
28 31 23810
2 16 85133
3 4 157384
16 9 120603
10 30 166179
2 3 148770
7 16 119172
16 28 34654
18 27 248853
14 5 57364
18 28 207455
21 13 146301
32 20 199353
15 1 78898
3 8 227853
26 5 88606
22 16 147326
14 8 125584
18 10 261843
12 29 137661
15 18 233451
24 11 204517
6 4 160982
10 3 199680
31 22 160816
17 8 101311
1 24 142965
18 8 59208
11 2 200042
9 27 161546
28 2 90253
17 14 24273
1 16 53357
16 6 127052
14 16 126716
12 14 116278
13 32 150903
8 27 257572
31 4 75057
12 3 202958
8 29 160939
30 20 125336
30 7 96687
16 24 89608
21 20 152691
13 11 149411
2 14 134505
6 15 120708
11 10 168842
6 22 135779
31 20 140183
20 7 200891
28 17 67789
19 16 147333
28 29 22496
20 25 178177
18 14 184792
4 17 82893
3 9 237078
13 23 182912
30 19 43163
30 25 179432
25 21 171617
8 15 242170
32 22 146137
21 2 184608
7 18 175210
12 1 178860
27 23 122351
27 15 15402
21 31 133623
11 20 58128
2 22 99498
26 17 55515
7 2 89023
21 28 109813
12 27 216771
1 28 63695
32 24 164772
32 9 135531
3 14 137908
14 15 129376
19 26 103525
15 4 91346
7 3 233605
25 9 192745
12 5 125096
4 26 138408
11 4 74000
29 10 116039
13 19 98443
9 2 182170
16 26 104478
29 26 116636
11 9 72696
9 21 195762
6 29 139210
21 19 47858
21 18 162977
22 12 216440
5 7 124931
32 6 133580
31 27 130343
4 19 130903
6 25 197226
11 8 218564
31 32 113082
21 17 95868
29 30 95132
31 24 148072
2 5 191133
15 21 70474
16 12 149819
15 7 203592
23 22 122020
30 28 72636
11 25 187051
25 27 213329
32 11 208227
6 1 173430
1 21 128516
15 17 153649
19 20 168499
8 21 197179
16 17 102443
26 24 14870
18 30 165366
25 17 174585
12 17 92005
29 32 143930
1 9 67246
6 28 145878
19 2 163529
14 26 31242
27 26 113536
2 31 66443
26 12 147520
26 21 151383
18 2 264233
16 30 107290
25 8 159867
8 9 163517
26 28 123304
28 11 125247
32 10 189600
13 8 100761
25 1 125499
27 11 155852
29 25 84300
6 11 234982
30 21 91021
18 24 230904
22 7 188521
32 18 310872
31 19 97086
16 11 114909
10 2 142961
14 24 46112
17 7 91840
3 5 195272
10 14 157768
13 7 15241
13 26 132114
16 15 132255
31 10 117353
14 4 107166
5 22 201811
5 23 156483
31 13 136037
7 6 169929
3 27 212670
19 8 149321
21 5 119265
16 20 106035
18 23 192857
23 9 39195
17 20 120489
20 3 222510
32 3 195409
2 23 166541
24 21 152517
2 32 46639
4 24 130517
25 32 228230
16 5 107161
23 30 128239
26 1 150856
29 27 129029
12 6 170094
15 11 140450
5 13 109690
32 19 210168
26 31 147114
8 23 191323
20 28 116373
1 10 107290
27 4 106748
27 22 30473
15 25 204397
32 7 135662
7 28 129510
19 25 219475
16 23 81408
8 26 156826
30 2 162889
8 31 192910
1 14 119614
12 25 221961
5 25 179303
15 9 146144
12 19 83037
15 30 158496
7 19 113684
20 18 217484
25 31 130606
23 24 171016
18 13 159969
14 29 114558
27 32 176610
3 18 168645
12 30 96852
17 11 156893
23 32 174726
3 29 128633
4 20 65126
4 22 106417
30 9 167434
14 11 181166
26 2 103263
22 19 133403
8 30 106158
23 65
23 10 200356
17 20 306614
4 12 136499
10 22 216299
4 5 294865
9 15 655223
11 10 336486
11 20 576572
22 17 232162
19 23 471172
1 3 262036
21 19 427981
8 9 468819
20 5 536343
6 12 487591
7 23 47435
23 2 407292
13 6 105262
14 9 526812
4 17 65136
9 21 384992
20 4 270813
1 20 306363
8 19 253719
2 8 381277
21 18 238590
10 13 473527
8 23 217453
17 2 370631
7 14 206895
6 17 523909
1 12 106375
23 22 318123
3 9 734376
9 17 586829
23 11 453565
1 10 292133
4 22 167026
4 18 116054
16 15 261295
4 14 182572
18 5 178811
9 11 556500
15 14 244385
2 18 316949
5 10 245606
12 20 199988
13 22 554158
8 4 180382
20 8 421860
4 11 385745
23 17 216233
18 19 274979
14 20 374051
15 3 174542
2 21 540419
13 23 508047
20 13 693437
22 18 283080
16 8 102643
1 16 397243
3 18 201229
1 13 596472
3 10 264754
4 19 391033
27 205
19 12 402881
26 25 296741
23 14 228766
1 7 198526
5 21 40439
3 2 43714
7 27 320646
3 17 244137
5 3 35915
10 3 66378
5 19 358123
26 13 112644
6 25 457255
6 10 325727
10 19 294919
20 21 183189
7 17 253476
2 5 79629
22 17 174990
8 13 235829
3 18 127795
18 19 450003
16 14 259021
4 12 252184
5 27 162070
21 15 272782
23 17 277574
15 23 265467
15 17 308131
14 8 333215
18 20 162648
22 21 73671
15 5 313221
18 26 198655
12 17 324810
26 9 154305
27 4 216559
21 1 152153
22 12 149820
14 19 493299
6 16 307917
26 14 121303
10 13 257804
9 12 174844
2 24 260024
23 21 186863
6 27 385504
15 12 351705
16 8 383465
10 2 110092
2 26 195420
17 11 227363
23 11 108313
23 27 303924
17 13 115549
27 1 273784
22 18 196942
16 25 348324
19 26 467667
14 24 184375
24 25 177642
2 15 277240
16 1 99061
26 23 179477
20 3 187713
8 24 258271
11 7 159039
6 7 406165
3 24 216310
3 6 259349
10 21 61854
3 22 69147
23 19 504547
14 7 209158
13 3 212795
20 4 16202
3 1 147629
11 1 109841
17 20 192186
10 26 209036
5 17 280052
8 21 339421
1 25 335398
14 5 250322
16 7 288129
19 22 303927
13 9 227342
14 4 101498
20 24 99079
11 24 134256
18 24 88515
15 6 443910
27 25 434350
13 11 111814
11 19 502112
16 5 73165
11 26 71184
12 23 263012
7 3 239561
15 7 213455
1 4 90866
26 6 318310
14 25 346030
20 15 121997
1 26 110671
21 2 48238
20 2 201159
18 25 266157
15 16 295722
27 9 82032
4 6 338115
23 22 246916
12 10 147051
20 8 273911
14 10 266463
13 1 151301
10 1 214007
18 5 163710
3 9 94171
25 19 279705
17 19 366469
4 5 207426
10 15 303164
24 26 135086
16 2 92282
1 15 196661
3 27 126155
15 14 181301
9 5 130086
18 12 208468
27 8 283076
5 1 172226
27 14 318030
8 9 290774
18 8 346786
7 10 296891
4 22 159524
24 10 280246
20 14 85296
21 4 166987
23 9 271940
24 27 325105
20 1 74664
4 13 92839
23 13 206926
21 14 209883
9 17 200014
16 3 48568
24 15 221076
13 21 217319
22 6 328496
11 10 216344
16 21 53092
12 11 289870
9 7 242160
25 7 322024
19 21 326732
3 4 171511
19 15 555734
25 21 398476
13 7 137927
26 12 232379
5 13 237392
12 16 129241
16 27 174723
19 2 278494
20 26 36007
22 11 210903
15 26 125600
24 17 93107
1 9 225366
10 25 441901
1 22 216776
20 7 123862
18 27 253950
17 27 232003
23 5 218254
2 23 226053
13 15 198634
8 23 337388
6 19 179963
10 27 192533
21 3 4524
27 20 232734
15 3 277306
12 21 85197
5 25 380650
6 21 263873
13 16 164227
22 9 25024
11 21 213721
10 20 181167
11 9 185879
1 12 228302
20 12 268386
25 3 393952
17 10 310515
4 8 257709
22 13 252363
4 7 107660
1 17 266850
22 10 135525
16 10 114946
9 14 235998
12 3 80673
8 12
2 5 12549
4 2 512637
3 8 607202
2 6 499044
6 7 568069
8 2 279422
3 6 489409
6 8 219622
7 8 528542
3 1 553101
7 3 78660
1 4 593789
33 445
27 9 125948
22 24 109406
17 6 93379
1 7 208581
25 13 72379
13 29 130720
27 18 208171
22 21 68784
17 24 150757
16 32 175149
28 17 78163
16 5 117829
2 1 185994
23 2 102567
13 4 192349
26 8 117796
4 30 181680
24 31 138429
28 8 73690
18 9 134151
28 13 87664
20 28 148905
31 20 126735
29 21 87438
12 10 85574
8 24 146284
11 4 215523
13 17 88995
7 17 30829
18 32 25178
15 12 94291
27 25 148656
19 22 122124
1 8 140502
12 1 214153
9 3 70821
9 25 84369
20 32 212737
22 26 136193
27 11 161316
10 30 124323
14 18 128419
33 31 130029
28 7 84336
32 13 147339
23 25 109713
5 25 126781
6 3 70921
22 25 95283
9 33 153998
5 18 186296
25 20 164063
29 5 128866
2 26 163288
21 1 246164
17 27 154470
10 26 63875
18 13 122161
18 12 129570
15 11 119219
15 22 149617
17 23 73807
3 28 93340
33 6 95687
9 16 86641
23 16 49168
13 30 84376
1 17 239410
7 21 94051
21 26 131353
14 11 94903
32 2 87873
9 24 120320
8 16 112605
12 11 85763
31 22 81113
4 27 144809
21 8 105662
28 31 65835
9 32 159329
11 30 81522
30 27 136659
14 29 147373
1 11 211196
12 17 38115
5 21 131232
17 5 147877
11 21 34968
12 16 20401
16 26 167739
17 20 139063
32 24 229517
8 17 98908
29 17 66381
27 2 145476
5 22 114987
6 32 127836
23 22 50010
7 8 68079
1 28 214192
29 30 79553
17 11 75167
14 22 128719
11 20 145909
11 24 75590
2 33 135650
9 15 160531
28 25 90523
24 33 184858
20 2 160883
2 8 45492
12 2 66875
6 14 91436
2 3 71456
16 3 24982
20 14 225527
18 4 219465
33 29 75976
12 29 28266
30 25 11997
8 12 92204
12 21 68334
2 6 39963
6 30 15053
32 5 175455
19 13 169252
18 3 134151
4 26 210997
33 13 187000
20 8 115391
18 20 223578
26 19 207085
3 11 90344
14 31 98792
32 11 159919
4 21 228234
24 6 136067
14 3 123688
3 25 67865
9 28 47726
32 29 183014
21 33 127188
5 12 109762
21 30 46554
30 18 87605
1 24 286786
29 28 117025
20 15 195239
19 8 159002
22 7 99614
9 23 60924
27 13 113958
4 3 183052
25 4 169683
17 3 42696
2 11 103927
33 30 110740
6 12 66340
24 16 140952
9 17 104355
6 16 86741
5 7 146188
32 15 191025
13 10 67895
21 13 119636
6 13 99429
30 15 100789
1 32 273867
23 10 117724
31 16 46188
21 25 58551
1 3 218734
24 15 194809
4 2 156770
1 9 166466
27 6 121606
21 3 63753
4 28 218519
8 18 108187
28 2 103436
13 26 131770
29 24 189619
13 3 107035
32 4 244643
18 16 149971
24 5 224393
10 8 53921
25 11 93519
33 5 151878
23 19 136367
1 16 222353
11 8 70694
27 15 183704
